Region,Chr,Start,End,Attributes,TotalE2E,FwdE2E,RevE2E,Total,Fwd,Rev
CANX_tmb6_1.39292,chr5,179147417,179147550,CANX,1464,505,959,2068,968,1100,
NOTCH1_17.35148,chr9,139404158,139404286,NOTCH1,1464,690,774,1731,828,903,
NOTCH3_17.16626,chr19,15292534,15292667,NOTCH3,1463,761,702,1814,896,918,
DDX3X_16.8935,chrX,41206599,41206720,DDX3X,1463,669,794,1577,754,823,
MP_OCP1_NF1_13,chr17,29508675,29508775,NF1,1463,727,736,1663,824,839,
ZMYM3_14.3594,chrX,70467635,70467763,ZMYM3,1463,715,748,1564,752,812,
29841_1.21318,chr9,5463118,5463187,CD274,1463,579,884,1501,591,910,
SP_142.21305,chr20,57484534,57484658,GNAS,1462,771,691,1867,877,990,
s361_1.12290,chr5,176517731,176517829,FGFR4,1461,719,742,1519,733,786,
ATM_4.2066,chr11,108123515,108123618,ATM,1461,716,745,1533,747,786,
SP_1426.9522,chr6,100868746,100868869,rs3734354,1461,677,784,2394,1146,1248,
ACVR2A_8.45841,chr2,148677734,148677855,ACVR2A,1461,722,739,1558,756,802,
SP_156.31081,chr3,128202748,128202879,GATA2,1461,709,752,1611,764,847,
SP_36.30175,chr15,50784906,50785026,USP8,1460,685,775,1501,711,790,
OBRA_BRCA1_52,chr17,41243976,41244071,BRCA1,1460,62,1398,1581,135,1446,
OR4C6_tmb1_1.105137,chr11,55432616,55432736,OR4C6,1460,314,1146,2278,1067,1211,
e_del_13693_1129_ARID2_1.89689,chr12,46287140,46287270,ARID2,1460,169,1291,3514,1849,1665,
n17-KMT2C_26.2131,chr7,151882537,151882656,KMT2C,1460,664,796,2090,873,1217,
RUNX1T1_tmb5_1.31829,chr8,93107568,93107703,RUNX1T1,1459,1456,3,3184,1613,1571,
146564_1.10051,chr13,51522133,51522229,RNASEH2B,1459,781,678,1573,838,735,
USP8_15.19607,chr15,50786389,50786499,USP8,1459,737,722,1586,793,793,
EP300_13.11619,chr22,41545018,41545128,EP300,1459,687,772,2095,894,1201,
PARP4_28.44793,chr13,25068757,25068857,PARP4,1458,771,687,1589,866,723,
DDR1_7.41666,chr6,30859741,30859865,DDR1,1458,865,593,2032,1034,998,
SP_666.11780,chr16,82182277,82182396,rs3751865,1458,818,640,1503,848,655,
ERBB2_7.22479,chr17,37882845,37882971,ERBB2,1458,810,648,1624,960,664,
JAK2_5.67141,chr9,5054488,5054604,JAK2,1458,671,787,1921,873,1048,
PIK3R1_1.110458,chr5,67569184,67569273,PIK3R1,1457,775,682,1564,792,772,
EP300_31.2.146771,chr22,41573991,41574121,EP300,1457,786,671,1863,1010,853,
91605_3.23969,chr12,49427348,49427479,KMT2D,1457,794,663,1809,896,913,
SP_477.26310,chr13,50080748,50080867,rs2031532,1457,700,757,1610,771,839,
CNTNAP5_tmb14_1.23427,chr2,125671582,125671709,CNTNAP5,1457,490,967,2158,1064,1094,
EGFR_tmb1_1.16920,chr7,55223519,55223654,EGFR,1457,596,861,1620,691,929,
FGFR3_3.14381,chr4,1807566,1807703,FGFR3,1457,447,1010,2066,1022,1044,
SP_1733.28941,chrX,24741275,24741393,rs11573338,1456,723,733,1520,749,771,
20496_1.3662,chr17,59878630,59878725,BRIP1,1456,741,715,1598,823,775,
SP_810.37395,chr19,16855226,16855348,rs812847,1455,733,722,1816,886,930,
ARMC4_tmb9_1.5900,chr10,28270386,28270492,ARMC4,1455,713,742,1630,815,815,
PXDNL_tmb9_1.29089,chr8,52359585,52359716,PXDNL,1455,736,719,1643,802,841,
e_del_124096_17760_PBRM1_1.67186,chr3,52677215,52677321,PBRM1,1455,695,760,1610,814,796,
MP_CCND2_1.45758,chr12,4383334,4383468,CCND2,1455,615,840,1989,1034,955,
PARP3_10.24341,chr3,51981808,51981928,PARP3,1454,586,868,1555,644,911,
NF2_8.36425,chr22,30060927,30061040,NF2,1454,755,699,1561,831,730,
ARHGAP35_4.66770,chr19,47492879,47492990,ARHGAP35,1454,721,733,1692,868,824,
116963_1.8683,chr9,139401756,139401873,NOTCH1,1454,741,713,1884,929,955,
JAK2_1.43256,chr9,5021954,5022063,JAK2,1454,667,787,1549,702,847,
JAK3_8.16160,chr19,17945422,17945558,JAK3,1454,654,800,1841,819,1022,
RAC1_5.24036,chr7,6439715,6439821,RAC1,1454,675,779,1616,790,826,
SP_84.176199,chr14,81609842,81609958,TSHR,1454,754,700,1561,811,750,
PTCH1_1.25145,chr9,98212097,98212206,PTCH1,1454,709,745,1563,726,837,
ERAP2_tmb14_1.31611,chr5,96253148,96253274,ERAP2,1454,749,705,1632,824,808,
APC_6.52829,chr5,112116505,112116590,APC,1453,709,744,1564,785,779,
FAT1_3.65397,chr4,187518217,187518346,FAT1,1453,1367,86,2915,1430,1485,
RAC1_3.13614,chr7,6431535,6431664,RAC1,1453,684,769,1651,730,921,
FUBP1_6.40018,chr1,78426087,78426196,FUBP1,1453,685,768,1512,718,794,
MSH3_6.36563,chr5,79968451,79968573,MSH3,1453,875,578,1760,947,813,
SP_803.30769,chr19,12772116,12772233,rs1054487,1453,817,636,1553,863,690,
SP_319.38571,chr11,73715446,73715565,rs2075577,1452,743,709,1573,795,778,
KMT2C_54.51508,chr7,152006970,152007093,KMT2C,1452,748,704,1657,889,768,
OBRA_BRCA2_29,chr13,32906857,32906980,BRCA2,1452,780,672,1667,860,807,
MSH3_5.9510,chr5,79968019,79968129,MSH3,1452,821,631,1554,864,690,
MP_SP_171.50792,chr6,26032181,26032273,H3C2,1452,661,791,1595,753,842,
CCND3_3.27060,chr6,41904903,41904974,CCND3,1452,771,681,1528,803,725,
CUL4B_2.26533,chrX,119663947,119664062,CUL4B,1452,939,513,1733,1044,689,
KMT2C_8.1.103863,chr7,151845756,151845881,KMT2C,1451,685,766,1518,718,800,
PDCD1_1.9417,chr2,242793242,242793333,PDCD1,1451,707,744,1599,768,831,
FANCL_3.39551,chr2,58388627,58388723,FANCL,1451,751,700,1565,816,749,
CSMD3_tmb8_1.14086,chr8,113277625,113277711,CSMD3,1451,733,718,1530,781,749,
TET2_1.3.273111,chr4,106157503,106157624,TET2,1451,657,794,1550,718,832,
KMT2A_19.50066,chr11,118366527,118366651,KMT2A,1450,814,636,1695,863,832,
TBX3_8.40112,chr12,115120570,115120677,TBX3,1450,701,749,1598,779,819,
SP_36.10874,chr7,148484135,148484253,CUL1,1450,687,763,1682,853,829,
ARHGAP35_1.2.106534,chr19,47423249,47423328,ARHGAP35,1450,750,700,1518,781,737,
FANCC_2.31157,chr9,97869325,97869419,FANCC,1450,768,682,1554,828,726,
USP9X_2.41319,chrX,40988200,40988299,USP9X,1450,762,688,1534,829,705,
OBRA_BRCA2_121,chr13,32944626,32944742,BRCA2,1449,593,856,1551,629,922,
DICER1_5.292976,chr14,95562797,95562915,DICER1,1449,757,692,1684,859,825,
RAD51B_12.89440,chr14,69061131,69061288,RAD51B,1449,832,617,1866,932,934,
MTUS2_tmb2_1.34345,chr13,29855847,29855985,MTUS2,1449,786,663,2655,1322,1333,
ARID1B_13.36285,chr6,157505522,157505655,ARID1B,1449,744,705,1750,908,842,
MYD88_2.46247,chr3,38181389,38181510,MYD88,1449,698,751,1552,754,798,
PARP4_19.39264,chr13,25044025,25044146,PARP4,1449,56,1393,3020,1526,1494,
TOP1_9.32138,chr20,39721046,39721124,TOP1,1449,655,794,1533,700,833,
SP_962.9355,chr2,192279295,192279418,rs2271767,1448,732,716,1552,788,764,
BCOR_2.63709,chrX,39913096,39913214,BCOR,1448,659,789,1808,929,879,
CUL3_3.29707,chr2,225346501,225346619,CUL3,1448,634,814,1621,764,857,
SP_27.16880,chr6,394848,394972,IRF4,1447,710,737,1627,797,830,
ATM_29.54568,chr11,108225463,108225550,ATM,1447,763,684,1631,828,803,
WT1_2.64054,chr11,32413545,32413640,WT1,1447,587,860,1501,611,890,
KMT2D_53.1377,chr12,49448649,49448776,KMT2D,1447,748,699,1767,847,920,
OBRA_BRCA1_15,chr17,41209132,41209231,BRCA1,1447,672,775,1626,725,901,
r101_1.60705,chr6,117622243,117622311,ROS1,1446,724,722,1491,748,743,
MP_PDGFRA_8.74327,chr4,55154968,55155093,PDGFRA,1446,696,750,1490,718,772,
SP_1523.4764,chr7,95800771,95800891,rs2301629,1446,666,780,1636,754,882,
FAT1_26.1.293746,chr4,187627870,187627999,FAT1,1446,481,965,2542,1327,1215,
SP_40.7978,chr10,43609070,43609167,RET,1446,740,706,1719,897,822,
JAK2_5.128550,chr9,5054738,5054857,JAK2,1445,723,722,1627,859,768,
PARP1_6.35196,chr1,226553665,226553768,PARP1,1445,663,782,1542,724,818,
PCBP1_1.1.162187,chr2,70315620,70315755,PCBP1,1445,789,656,1643,834,809,
CASP8_8.8562,chr2,202141517,202141643,CASP8,1445,744,701,1667,866,801,
63709_1.1349,chr9,97864084,97864154,FANCC,1445,677,768,1591,764,827,
MLH1_5.33478,chr3,37048538,37048653,MLH1,1445,668,777,1590,733,857,
ARID1A_12.37164,chr1,27097703,27097809,ARID1A,1445,703,742,1727,872,855,
CDK12_2.94493,chr17,37650730,37650853,CDK12,1444,687,757,1838,934,904,
SMARCA4_20.1936,chr19,11134996,11135086,SMARCA4,1444,660,784,1580,742,838,
SP_1630.4904,chr8,119938716,119938833,rs2228568,1444,708,736,1750,906,844,
RUNDC3B_tmb4_1.39757,chr7,87399970,87400084,RUNDC3B,1443,697,746,1531,737,794,
4169531152,chr5,112102040,112102168,APC,1443,622,821,1666,787,879,
ATR_15.26910,chr3,142215880,142216026,ATR,1443,901,542,2119,1053,1066,
MP_ARID1A_6.24685,chr1,27087857,27087929,ARID1A,1443,690,753,1542,708,834,
SP_167.64686,chr4,1808272,1808408,FGFR3,1443,734,709,1860,1003,857,
s122_1.10805,chr3,178922256,178922366,PIK3CA,1443,778,665,1727,895,832,
ZMYM3_13.26251,chrX,70467239,70467371,ZMYM3,1442,667,775,1594,750,844,
JAK1_3.904,chr1,65301729,65301848,JAK1,1442,761,681,1614,833,781,
CDK4_5.64123,chr12,58144702,58144826,CDK4,1442,767,675,1527,813,714,
SP_111.2468,chr19,4110524,4110640,MAP2K2,1442,741,701,1673,900,773,
KDM5C_25.19316,chrX,53247501,53247629,KDM5C,1441,733,708,1532,793,739,
FANCI_28.24339,chr15,89848479,89848602,FANCI,1441,751,690,1620,833,787,
ARHGAP35_2.79435,chr19,47440472,47440553,ARHGAP35,1441,846,595,1533,905,628,
RAD51_10.47881,chr15,41023302,41023406,RAD51,1441,554,887,1841,933,908,
KDM6A_576.5804,chrX,44938520,44938634,KDM6A,1441,605,836,1661,743,918,
OCP1_NF1_19,chr17,29527511,29527610,NF1,1440,750,690,1520,767,753,
123704_1.27472,chr13,25026550,25026659,PARP4,1440,678,762,1611,808,803,
r50_1.19770,chr17,37882742,37882852,ERBB2,1440,757,683,1696,846,850,
13688_1.9038,chr12,46243529,46243642,ARID2,1440,706,734,1647,811,836,
JAK1_4.844,chr1,65303589,65303707,JAK1,1439,798,641,1554,858,696,
ZFHX3_2.4.5189,chr16,72830740,72830853,ZFHX3,1439,580,859,1674,761,913,
KDM6A_19.68250,chrX,44935985,44936104,KDM6A,1439,724,715,1618,803,815,
CSMD3_tmb46_1.29622,chr8,113694839,113694911,CSMD3,1439,827,612,1516,881,635,
SP_745.19886,chr17,77042634,77042752,rs11077409,1439,579,860,2087,993,1094,
SPEN_11.1.190746,chr1,16254562,16254679,SPEN,1439,737,702,1551,797,754,
PRKAR1A_2.59175,chr17,66518824,66518945,PRKAR1A,1439,966,473,1943,1028,915,
SP_1467.37211,chr6,169621480,169621610,rs1132742,1439,585,854,1709,759,950,
CANX_tmb2_1.85660,chr5,179135250,179135375,CANX,1439,725,714,1550,791,759,
RASA2_9.21023,chr3,141278724,141278837,RASA2,1439,553,886,1512,580,932,
MP_SP_7.34238,chr1,11189760,11189881,MTOR,1438,812,626,1752,1005,747,
MSH3_20.112057,chr5,80109423,80109545,MSH3,1438,831,607,1682,920,762,
MAP3K1_15.100250,chr5,56179280,56179397,MAP3K1,1438,701,737,1660,837,823,
s458_1.2720,chr6,26156992,26157120,H1-4,1437,635,802,2444,1220,1224,
63811_1.6697,chr15,89834821,89834937,FANCI,1437,711,726,1680,803,877,
ATM_28.5120,chr11,108224418,108224541,ATM,1437,800,637,1532,833,699,
TERT_11.8993,chr5,1280374,1280511,TERT,1436,749,687,1619,852,767,
15226_1.24392,chr20,31019203,31019289,ASXL1,1436,746,690,1585,813,772,
SP_12.9605,chr1,13802255,13802335,rs3013105,1436,649,787,1543,734,809,
XRCC3_6.40936,chr14,104174819,104174937,XRCC3,1436,623,813,1655,822,833,
FANCD2_26.32767,chr3,10114488,10114614,FANCD2,1436,680,756,1495,707,788,
141448_1.12617,chr5,131944342,131944463,RAD50,1436,847,589,1717,914,803,
LOW_r937_1.5878,chrX,123182815,123182920,STAG2,1435,686,749,1547,721,826,
SP_447.28076,chr12,120762713,120762786,rs5637,1435,671,764,1543,723,820,
OBRA_BRCA1_36,chr17,41231252,41231351,BRCA1,1435,746,689,1657,832,825,
CD79B_1.20522,chr17,62006634,62006721,CD79B,1435,726,709,1510,786,724,
EMSY_1.61944,chr11,76158029,76158145,EMSY,1435,110,1325,3126,1535,1591,
FANCM_14.1.77932,chr14,45644694,45644783,FANCM,1435,701,734,1639,863,776,
ATM_8.70119,chr11,108119766,108119885,ATM,1435,729,706,1632,845,787,
OBRA_BRCA2_100,chr13,32929071,32929163,BRCA2,1434,748,686,1527,804,723,
44301_1.19364,chr2,225378156,225378293,CUL3,1434,766,668,1839,1074,765,
SP_1285.26037,chr4,184243498,184243624,rs7688467,1434,720,714,1581,815,766,
APC_16.5.161067,chr5,112178035,112178157,APC,1434,981,453,2682,1266,1416,
SLX4_1.89834,chr16,3632565,3632699,SLX4,1434,727,707,1736,950,786,
LARP4B_3.20373,chr10,860863,860967,LARP4B,1434,681,753,1566,774,792,
MP_SP_50.67755,chr11,533796,533924,HRAS,1434,902,532,1789,986,803,
CDKN1B_2.7035,chr12,12871813,12871936,CDKN1B,1434,760,674,1658,870,788,
ARID1B_18.204910,chr6,157521809,157521933,ARID1B,1434,1321,113,3302,1569,1733,
POLE_1.40005,chr12,133212502,133212617,POLE,1434,700,734,1600,785,815,
GRID2_tmb5_1.28798,chr4,94344069,94344188,GRID2,1434,635,799,1569,686,883,
SP_339.1606,chr11,111916544,111916661,rs10891314,1434,731,703,1557,795,762,
KMT2A_6.10270,chr11,118350818,118350939,KMT2A,1434,622,812,1676,772,904,
TPP2_tmb11_1.12570,chr13,103289514,103289593,TPP2,1434,659,775,1487,674,813,
ARHGAP35_4.54071,chr19,47492773,47492889,ARHGAP35,1433,748,685,1534,808,726,
BRINP3_tmb6_1.11372,chr1,190250792,190250911,BRINP3,1433,786,647,1840,861,979,
RAD54L_8.79370,chr1,46726953,46727077,RAD54L,1433,670,763,1488,700,788,
SP_1017.18728,chr20,20032916,20033030,rs2255255,1433,42,1391,2007,400,1607,
CD274_2.56280,chr9,5457355,5457467,CD274,1433,708,725,1564,782,782,
MP_RAD50_22.9476,chr5,131972805,131972925,RAD50,1433,809,624,1550,847,703,
KMT2C_42.21720,chr7,151927084,151927230,KMT2C,1432,771,661,1836,1038,798,
e_del_132720_18588_POLE_1.43799,chr12,133234355,133234484,POLE,1432,759,673,1608,837,771,
SMARCA4_8.11269,chr19,11105439,11105529,SMARCA4,1432,561,871,1656,696,960,
SP_1770.34680,chrX,75004465,75004586,rs1343879,1432,696,736,1647,851,796,
MSH6_7.11633,chr2,48032814,48032940,MSH6,1432,647,785,1682,804,878,
e_del_132093_18522_PMS2_1.54582,chr7,6042127,6042225,PMS2,1432,830,602,1680,896,784,
JAK3_6.13170,chr19,17943283,17943385,JAK3,1432,721,711,1510,757,753,
34745_1.2825,chr11,125523694,125523801,CHEK1,1432,606,826,1672,720,952,
EPHA2_8.45040,chr1,16459943,16460035,EPHA2,1431,562,869,1522,580,942,
LATS1_6.24587,chr6,150016137,150016258,LATS1,1431,687,744,1767,818,949,
BAP1_13.60965,chr3,52441993,52442102,BAP1,1431,723,708,1530,753,777,
e_del_132743_18588_POLE_1.76896,chr12,133256792,133256920,POLE,1431,716,715,1537,774,763,
KDM6A_15.7032,chrX,44941954,44942073,KDM6A,1431,705,726,1541,758,783,
OBRA_BRCA1_31,chr17,41226394,41226485,BRCA1,1431,867,564,1788,1010,778,
SDHA_5.35818,chr5,226025,226150,SDHA,1431,720,711,1606,782,824,
DPYD_18.37019,chr1,98165086,98165191,DPYD,1430,641,789,1615,792,823,
SP_1650.1776,chr9,5969160,5969278,rs10739080,1430,613,817,1507,637,870,
FANCM_10.62013,chr14,45633520,45633615,FANCM,1430,657,773,1522,728,794,
PBRM1_16.81781,chr3,52651406,52651525,PBRM1,1430,721,709,1683,826,857,
OR2T3_tmb1_1.271053,chr1,248637133,248637267,OR2T3,1430,778,652,2514,1263,1251,
MRE11A_12.67552,chr11,94203653,94203769,MRE11,1429,787,642,1507,817,690,
62406_1.37424,chr4,84397771,84397877,ABRAXAS1,1429,683,746,1599,793,806,
MP_OCP1_NF1_105,chr17,29664565,29664676,NF1,1429,683,746,1702,745,957,
CUL4A_15.9268,chr13,113900261,113900372,CUL4A,1429,705,724,1524,741,783,
SETD2_6.22597,chr3,47088070,47088170,SETD2,1429,779,650,1571,845,726,
SP_482.4492,chr13,77738656,77738762,rs2274547,1429,733,696,1615,798,817,
SP_1777.17120,chrX,85218932,85219034,rs10217950,1428,698,730,1541,777,764,
AXIN2_6.26388,chr17,63533370,63533498,AXIN2,1428,732,696,1833,1051,782,
MRE11A_3.27409,chr11,94168997,94169080,MRE11,1428,692,736,1565,770,795,
WT1_9.10437,chr11,32450124,32450220,WT1,1428,710,718,1483,750,733,
86615_1.5260,chr1,65316508,65316584,JAK1,1428,731,697,1504,775,729,
v2APC_182.31976,chr5,112170716,112170814,APC,1427,827,600,1535,853,682,
APC_16.2.224480,chr5,112174605,112174726,APC,1427,666,761,1541,709,832,
SP_1480.16317,chr7,22478184,22478306,rs2528843,1427,715,712,1665,865,800,
173752_1.36520,chr4,106164729,106164862,TET2,1427,547,880,1830,760,1070,
78798_1.23089,chr6,29912122,29912235,HLA-A,1427,661,766,1652,777,875,
MP_OCP1_NF1_118,chr17,29677145,29677238,NF1,1426,565,861,1494,601,893,
FANCD2_12.70807,chr3,10085112,10085192,FANCD2,1426,686,740,1529,719,810,
SP_442.36021,chr12,117383274,117383395,rs4076700,1426,810,616,1668,870,798,
KMT2C_24.2.8176,chr7,151878875,151879000,KMT2C,1426,813,613,1626,867,759,
SP_614.17245,chr15,91435960,91436063,rs62640875,1426,691,735,1562,784,778,
STAG2_3.62198,chrX,123164878,123164986,STAG2,1425,691,734,1596,726,870,
ERAP1_tmb4_1.39742,chr5,96118884,96119013,ERAP1,1425,708,717,1496,749,747,
MP_CHEK1_4.1992,chr11,125499279,125499348,CHEK1,1425,756,669,1505,804,701,
SLX4_4.3.81075,chr16,3641154,3641283,SLX4,1425,866,559,1517,904,613,
NCOR1_17.56855,chr17,15974648,15974771,NCOR1,1425,780,645,1748,1014,734,
ASXL2_1.2.130005,chr2,25966186,25966315,ASXL2,1425,673,752,1837,948,889,
SP_1294.12000,chr5,16769192,16769302,rs11750538,1424,287,1137,2834,1530,1304,
PTCH1_14.4875,chr9,98239875,98240004,PTCH1,1424,775,649,1919,958,961,
64131_1.10680,chr4,187538270,187538369,FAT1,1424,763,661,1486,786,700,
PBRM1_3.55172,chr3,52584810,52584933,PBRM1,1424,890,534,1570,959,611,
FGF19_1.58598,chr11,69513948,69514079,FGF19,1424,715,709,1805,925,880,
LOW_r177_1.22047,chr12,133212430,133212556,POLE,1424,675,749,1704,830,874,
SP_1697.15001,chr9,123860592,123860710,rs10818504,1424,752,672,1573,858,715,
RB1_17.29346,chr13,48955523,48955609,RB1,1424,705,719,1508,760,748,
MAP3K1_15.18269,chr5,56179454,56179539,MAP3K1,1424,705,719,1625,773,852,
FANCC_12.50542,chr9,97934367,97934476,FANCC,1423,803,620,1967,1007,960,
LOW_r509_1.5078,chr22,24175741,24175844,SMARCB1,1423,868,555,1713,938,775,
17332_1.35519,chr3,142280210,142280321,ATR,1423,618,805,1521,662,859,
LATS1_6.13870,chr6,150016234,150016333,LATS1,1423,845,578,1585,924,661,
OBRA_BRCA2_106,chr13,32930670,32930760,BRCA2,1423,691,732,1716,926,790,
125163_1.37967,chr9,5549297,5549414,PDCD1LG2,1423,767,656,1553,852,701,
APC_12.1909,chr5,112162911,112163031,APC,1423,478,945,1850,826,1024,
SP_1763.26966,chrX,69890207,69890331,rs4844247,1423,762,661,1667,863,804,
RASA2_14.22510,chr3,141292811,141292927,RASA2,1422,770,652,1839,967,872,
PTEN_6.46436,chr10,89692923,89693038,PTEN,1422,719,703,1593,794,799,
XRCC3_2.7110,chr14,104165423,104165548,XRCC3,1422,741,681,1624,869,755,
FGFR2_7.30580,chr10,123260357,123260480,FGFR2,1422,686,736,1575,777,798,
MSH6_4.1.73556,chr2,48025996,48026128,MSH6,1421,657,764,1625,787,838,
IDH2_2.23273,chr15,90628015,90628147,IDH2,1421,756,665,1563,851,712,
DNMT3A_13.5620,chr2,25470509,25470645,DNMT3A,1421,735,686,1746,867,879,
MSH6_6.50000,chr2,48031979,48032105,MSH6,1421,808,613,1664,943,721,
RPA1_6.36156,chr17,1775730,1775854,RPA1,1421,597,824,2095,1012,1083,
MP_OCP1_BAP1_8,chr3,52437215,52437340,BAP1,1421,267,1154,2444,1216,1228,
STK11_1.9349,chr19,1218331,1218462,STK11,1421,901,520,2158,990,1168,
146558_1.1915,chr13,51501504,51501606,RNASEH2B,1420,699,721,1517,771,746,
EPHA2_12.58063,chr1,16462173,16462287,EPHA2,1420,603,817,1645,809,836,
PDIA3_tmb7_1.71550,chr15,44059053,44059177,PDIA3,1420,654,766,1505,716,789,
EPHA2_2.38426,chr1,16455970,16456087,EPHA2,1419,747,672,1508,779,729,
SPEN_11.8.39450,chr1,16261854,16261987,SPEN,1419,388,1031,2044,812,1232,
SP_599.5019,chr15,77176052,77176167,rs3812908,1419,919,500,1633,962,671,
MYCL_1.178184,chr1,40363081,40363172,MYCL,1419,732,687,1636,931,705,
NF1_2.26211,chr17,29483026,29483152,NF1,1418,715,703,1621,815,806,
ZRSR2_8.24388,chrX,15833779,15833904,ZRSR2,1418,744,674,1507,781,726,
SLX4_5.24716,chr16,3642770,3642892,SLX4,1418,677,741,1669,816,853,
TPP2_tmb17_1.44256,chr13,103309417,103309537,TPP2,1418,791,627,1569,836,733,
AKT1_1.16132,chr14,105236628,105236729,AKT1,1417,732,685,1531,796,735,
ZRSR2_542.16212,chrX,15841090,15841176,ZRSR2,1417,633,784,1549,699,850,
ASXL2_7.1699,chr2,25991554,25991650,ASXL2,1417,693,724,1497,748,749,
FANCM_2.4349,chr14,45606205,45606328,FANCM,1417,711,706,1570,778,792,
ERCC4_5.8457,chr16,14024589,14024715,ERCC4,1417,734,683,1670,811,859,
13684_1.32344,chr12,46231220,46231331,ARID2,1417,760,657,1800,853,947,
SP_101.149940,chr17,40475052,40475169,STAT3,1417,679,738,1518,743,775,
RASA2_18.2974,chr3,141304859,141304974,RASA2,1417,661,756,1524,708,816,
PBRM1_1.114615,chr3,52677299,52677396,PBRM1,1417,958,459,2144,1132,1012,
NOTCH1_1.19895,chr9,139393357,139393471,NOTCH1,1417,763,654,1526,841,685,
NF2_1.44709,chr22,30000014,30000119,NF2,1417,293,1124,2204,1050,1154,
SP_1765.10658,chrX,71416638,71416746,rs11415,1417,689,728,1573,734,839,
ARID1A_13.46268,chr1,27098980,27099106,ARID1A,1416,683,733,2451,1306,1145,
FG_SP_23.10087,chr1,201982027,201982166,ELF3,1416,504,912,2112,1076,1036,
STAG2_3.12938,chrX,123164769,123164892,STAG2,1416,705,711,1534,790,744,
DAXX_7.39344,chr6,33289531,33289649,DAXX,1416,991,425,1622,1063,559,
PCBP1_1.2.39579,chr2,70315743,70315870,PCBP1,1416,820,596,1721,867,854,
SETD2_19.5.8122,chr3,47165960,47166079,SETD2,1416,720,696,1639,786,853,
PARP1_17.79221,chr1,226573292,226573409,PARP1,1416,751,665,1520,776,744,
SP_139.8482,chr20,39792564,39792692,PLCG1,1416,672,744,1583,780,803,
ARHGAP35_1.1.213465,chr19,47422212,47422303,ARHGAP35,1416,715,701,1479,743,736,
DOCK3_tmb8_1.44061,chr3,51266221,51266329,DOCK3,1415,672,743,1600,818,782,
KEAP1_2.49160,chr19,10599886,10600015,KEAP1,1414,653,761,1500,709,791,
PIK3R1_1.13964,chr5,67589177,67589284,PIK3R1,1414,700,714,1557,799,758,
FANCM_6.56585,chr14,45623219,45623303,FANCM,1414,648,766,1513,674,839,
PRKAR1A_5.22497,chr17,66521090,66521180,PRKAR1A,1413,680,733,1564,758,806,
C6_tmb1_1.41584,chr5,41143078,41143202,C6,1413,1223,190,3084,1486,1598,
SP_1395.22363,chr6,46684180,46684302,rs1805017,1413,735,678,1585,814,771,
LOW_r278_1.55905,chr17,15965186,15965317,NCOR1,1413,618,795,1637,709,928,
n17-SDHD_5.266495,chr11,111965486,111965608,SDHD,1413,657,756,1683,708,975,
KMT2B_29.15520,chr19,36224473,36224611,KMT2B,1413,709,704,1751,879,872,
91604_1.3032,chr12,49424698,49424826,KMT2D,1413,654,759,1597,778,819,
SP_144.11811,chr1,184023436,184023556,rs1046934,1412,806,606,1638,838,800,
SP_33.6401,chr1,34038130,34038236,rs2641962,1412,632,780,1595,791,804,
PARP1_15.91663,chr1,226568773,226568893,PARP1,1412,680,732,1656,839,817,
OBRA_BRCA2_88,chr13,32914877,32915006,BRCA2,1412,775,637,1569,870,699,
SP_873.16477,chr2,29449802,29449929,rs2293563,1412,767,645,1514,830,684,
PARP1_13.30660,chr1,226567218,226567341,PARP1,1412,691,721,1846,901,945,
MSH3_21.15251,chr5,80150011,80150127,MSH3,1411,681,730,1560,729,831,
RNF43_4.34454,chr17,56439840,56439961,RNF43,1411,740,671,1614,823,791,
SP_1465.44373,chr6,161781191,161781313,rs1801334,1411,616,795,1597,778,819,
